,0,1,2
973,0.24,0.75,0.01
974,0.58,0.42,0.0
975,0.38,0.58,0.04
976,0.34,0.54,0.12
977,0.3,0.57,0.13
978,0.38,0.47,0.15
979,0.09,0.8,0.11
980,0.0,0.0,1.0
981,0.55,0.41,0.04
982,0.0,0.0,1.0
983,0.56,0.4,0.04
984,0.56,0.41,0.03
985,0.49,0.42,0.09
986,0.0,0.0,1.0
987,0.24,0.22,0.54
988,0.13,0.87,0.0
989,0.03,0.97,0.0
990,0.0,0.0,1.0
991,0.08,0.92,0.0
992,0.59,0.41,0.0
993,0.25,0.58,0.17
994,0.0,0.0,1.0
995,0.0,0.0,1.0
