Wavelength,Coastal Aerosol,Blue,Green,Red,NIR,Pan,Cirrus,SWIR1,SWIR2
857,0.000241488,0.000138087,5.20531E-05,5.89391E-05,0.988160014,0.000130665,2.125E-06,5.97448E-06,2.85751E-06
858,0.000241635,0.000144566,4.92505E-05,5.93961E-05,0.989430964,0.000128338,2.08018E-06,5.92687E-06,2.77614E-06
859,0.000250112,0.000149579,4.73391E-05,5.88079E-05,0.992200613,0.000128732,1.99155E-06,5.90706E-06,2.6527E-06
860,0.00027721,0.000150165,4.85051E-05,6.11106E-05,0.994987905,0.000134321,1.8968E-06,6.1066E-06,2.55268E-06
861,0.000329965,0.000143567,4.26337E-05,5.92322E-05,0.996941984,0.000122684,1.85054E-06,5.4341E-06,2.50884E-06
862,0.000415087,0.00013412,4.24326E-05,5.83552E-05,0.998008609,0.000119842,1.81533E-06,5.43686E-06,2.46507E-06
863,0.00050089,0.000126936,4.56988E-05,5.83208E-05,0.998217225,0.000124825,1.80775E-06,5.76538E-06,2.46353E-06
864,0.000471096,0.000119354,4.88847E-05,6.0615E-05,0.998145461,0.000125423,1.87577E-06,6.12495E-06,2.59672E-06
865,0.000341117,0.000115892,5.46217E-05,6.09801E-05,0.99809587,0.000125288,2.00623E-06,6.48138E-06,2.74452E-06
866,0.000220758,0.000116313,6.21533E-05,6.21504E-05,0.998182416,0.000126984,2.18265E-06,7.07273E-06,2.92823E-06
867,0.000148301,0.000113885,6.67493E-05,6.53294E-05,0.999003947,0.000123208,2.34554E-06,7.23026E-06,3.11805E-06
868,0.000115934,0.000119131,7.70311E-05,6.90273E-05,0.999292791,0.000129824,2.44227E-06,8.09647E-06,3.23044E-06
869,9.90111E-05,0.000123306,8.64033E-05,7.06038E-05,0.999401927,0.000135934,2.49804E-06,9.66717E-06,3.28074E-06
870,8.90976E-05,0.000129755,8.22323E-05,7.06958E-05,0.999733865,0.000134767,2.47267E-06,1.17624E-05,3.19197E-06
871,8.34442E-05,0.000142949,7.79768E-05,7.15419E-05,0.999818504,0.000134729,2.46213E-06,1.73439E-05,3.12327E-06
872,7.98157E-05,0.000157292,7.29712E-05,7.00099E-05,1,0.000132857,2.48529E-06,2.83928E-05,3.09645E-06
873,7.65503E-05,0.000171381,6.79602E-05,6.85644E-05,0.999991298,0.000131335,2.51804E-06,4.10461E-05,3.06841E-06
874,7.602E-05,0.000185965,6.30115E-05,6.65222E-05,0.996436834,0.000128591,2.65543E-06,6.98545E-05,3.00809E-06
875,7.66597E-05,0.000207798,6.87427E-05,6.68893E-05,0.974516988,0.000140955,3.01912E-06,0.000104831,2.94141E-06
876,7.72264E-05,0.000209011,6.12596E-05,7.56878E-05,0.929714203,0.000130038,3.22249E-06,0.000128206,2.88487E-06
877,7.935E-05,0.000180177,6.03485E-05,9.76962E-05,0.834486187,0.000125615,3.2794E-06,0.000134144,2.88276E-06
878,7.7392E-05,0.000145251,5.52419E-05,0.000155864,0.681167722,0.000119622,3.25051E-06,0.000122436,2.75797E-06
879,7.07997E-05,0.000115957,4.69975E-05,0.00016449,0.496751666,0.000103188,3.24684E-06,9.71501E-05,2.72001E-06
880,5.92328E-05,9.22988E-05,4.93636E-05,8.10447E-05,0.319203049,0.000144339,3.17392E-06,7.36341E-05,2.6315E-06
881,5.15811E-05,7.77432E-05,4.75642E-05,5.35733E-05,0.190730006,0.000273188,3.05988E-06,4.68325E-05,2.47777E-06
882,4.83753E-05,6.77334E-05,4.58125E-05,4.53184E-05,0.111398987,0.000300575,2.97977E-06,3.50616E-05,2.38017E-06
883,4.95797E-05,6.52374E-05,4.33826E-05,4.37176E-05,0.064627968,0.000205466,2.82582E-06,2.6337E-05,2.19547E-06
884,5.37089E-05,6.2904E-05,4.05014E-05,4.78136E-05,0.036815386,0.000122244,2.59321E-06,2.07265E-05,2.04037E-06
885,5.95117E-05,6.2946E-05,4.37606E-05,5.33605E-05,0.021928376,9.68786E-05,2.18229E-06,1.74717E-05,1.92108E-06
886,6.77704E-05,7.02624E-05,4.81091E-05,5.64031E-05,0.013213364,8.88703E-05,1.96939E-06,1.54568E-05,1.8829E-06
887,7.84279E-05,7.77668E-05,5.0686E-05,5.76771E-05,0.007643278,7.88244E-05,1.97319E-06,1.33785E-05,1.94043E-06
888,8.58254E-05,8.14528E-05,5.06549E-05,5.09126E-05,0.004904631,7.59954E-05,1.97093E-06,1.23219E-05,1.96764E-06
889,9.35697E-05,8.99004E-05,4.77038E-05,3.54134E-05,0.003115859,7.73874E-05,1.96851E-06,1.11815E-05,1.98053E-06
890,0.000106844,0.000105203,5.19332E-05,3.02591E-05,0.001999176,8.57486E-05,2.00997E-06,1.14509E-05,2.01637E-06
891,0.000124866,0.000115983,5.13592E-05,2.74079E-05,0.001322454,8.11067E-05,2.10975E-06,1.05555E-05,2.1141E-06
892,0.000149572,0.000133361,5.52588E-05,2.7261E-05,0.000883392,8.21532E-05,2.22362E-06,1.0384E-05,2.20878E-06
893,0.000185389,0.000161148,6.27916E-05,2.67093E-05,0.000594393,8.24096E-05,2.30313E-06,1.05904E-05,2.26106E-06
894,0.000232717,0.000204092,6.89653E-05,2.93291E-05,0.000411755,8.5511E-05,2.41258E-06,1.10677E-05,2.40263E-06
895,0.000245281,0.000295599,7.35755E-05,3.009E-05,0.000326896,8.84315E-05,2.64356E-06,1.09711E-05,2.72899E-06
896,0.000241827,0.00041082,7.57078E-05,3.10619E-05,0.000269699,9.10212E-05,2.9162E-06,1.07584E-05,3.11165E-06
897,0.000238372,0.000526041,7.78401E-05,3.20339E-05,0.000212503,9.3611E-05,3.18885E-06,1.05457E-05,3.49432E-06
898,0.000234918,0.000641262,7.99724E-05,3.30059E-05,0.000155306,9.62008E-05,3.46149E-06,1.0333E-05,3.87698E-06
899,0.000231463,0.000756483,8.21047E-05,3.39779E-05,9.81092E-05,9.87906E-05,3.73414E-06,1.01204E-05,4.25964E-06
900,0.000217484,0.000713196,8.42583E-05,3.45434E-05,7.65776E-05,0.000101013,4.02621E-06,1.01784E-05,4.7115E-06
901,0.000199174,0.000610366,8.64276E-05,3.49663E-05,6.84E-05,0.000103107,4.3264E-06,1.03389E-05,5.19096E-06
902,0.000180863,0.000507535,8.85968E-05,3.53891E-05,6.02224E-05,0.0001052,4.6266E-06,1.04994E-05,5.67043E-06
903,0.000162553,0.000404704,9.07661E-05,3.58119E-05,5.20448E-05,0.000107294,4.9268E-06,1.06599E-05,6.1499E-06
904,0.000144242,0.000301874,9.29354E-05,3.62348E-05,4.38672E-05,0.000109387,5.22699E-06,1.08204E-05,6.62936E-06
905,0.000125932,0.000199043,9.51046E-05,3.66576E-05,3.56896E-05,0.000111481,5.52719E-06,1.09808E-05,7.10882E-06
906,0.000104602,0.000142911,9.15896E-05,3.68828E-05,3.07113E-05,0.000113658,5.81823E-06,1.10012E-05,7.43856E-06
907,7.97763E-05,0.000118579,8.41435E-05,3.69661E-05,2.79292E-05,0.000115706,6.1053E-06,1.09312E-05,7.67974E-06
908,5.82701E-05,9.48656E-05,7.55689E-05,3.63871E-05,2.5015E-05,0.000114018,6.35619E-06,1.06329E-05,7.83496E-06
909,4.63746E-05,7.50141E-05,6.46624E-05,3.44269E-05,2.18191E-05,0.000104312,6.5018E-06,9.94569E-06,7.7731E-06
910,4.64162E-05,7.9989E-05,6.74942E-05,3.60701E-05,2.18127E-05,0.000111589,6.57869E-06,1.06046E-05,7.55898E-06
911,4.40153E-05,7.58094E-05,6.54513E-05,3.56998E-05,2.12633E-05,0.000111761,6.64484E-06,1.04774E-05,7.31869E-06
912,4.85647E-05,7.50964E-05,6.39402E-05,3.61807E-05,2.11242E-05,0.000113757,6.71576E-06,1.05634E-05,7.08229E-06
913,5.88252E-05,7.71869E-05,6.286E-05,3.73797E-05,2.13184E-05,0.000117213,6.79087E-06,1.0823E-05,6.85089E-06
914,6.90856E-05,7.92775E-05,6.17798E-05,3.85787E-05,2.15127E-05,0.00012067,6.86597E-06,1.10827E-05,6.61949E-06
915,7.93461E-05,8.13681E-05,6.06996E-05,3.97778E-05,2.17069E-05,0.000124127,6.94108E-06,1.13423E-05,6.38809E-06
916,8.1734E-05,8.84958E-05,5.83694E-05,4.34268E-05,2.15709E-05,0.00012594,7.06291E-06,1.11928E-05,6.23645E-06
917,7.99949E-05,9.8233E-05,5.53424E-05,4.83666E-05,2.1256E-05,0.000126781,7.21016E-06,1.08175E-05,6.12719E-06
918,6.75437E-05,0.000109752,5.22263E-05,5.23065E-05,2.03338E-05,0.000125987,7.42336E-06,1.03037E-05,5.98887E-06
919,5.01719E-05,0.000143071,5.29791E-05,5.66047E-05,1.99805E-05,0.000134876,7.82746E-06,1.03997E-05,5.83016E-06
920,4.09928E-05,0.000175905,5.49469E-05,5.68905E-05,2.00738E-05,0.000154933,8.39932E-06,1.07365E-05,5.94217E-06
921,3.42648E-05,0.000194482,5.49102E-05,5.43583E-05,1.97195E-05,0.000173634,8.96299E-06,1.07233E-05,6.19786E-06
922,2.92595E-05,0.000214156,5.39861E-05,5.33474E-05,1.974E-05,0.000180602,9.74113E-06,1.07761E-05,7.00086E-06
923,2.61053E-05,0.000234922,5.21673E-05,5.4069E-05,2.01724E-05,0.000175213,1.07517E-05,1.09019E-05,8.38405E-06
924,2.57922E-05,0.000201513,5.57532E-05,6.73143E-05,2.16606E-05,0.00016131,1.52166E-05,1.21214E-05,8.88755E-06
925,2.60243E-05,0.000158468,6.03789E-05,8.31897E-05,2.33791E-05,0.000145957,2.04223E-05,1.35503E-05,9.22939E-06
926,2.99451E-05,0.000128906,7.35201E-05,0.000148112,3.09015E-05,0.000141539,4.02538E-05,1.67185E-05,9.34958E-06
927,3.38915E-05,9.94382E-05,8.67452E-05,0.00021332,3.84624E-05,0.000137204,6.01806E-05,1.99039E-05,9.46932E-06
928,3.57557E-05,7.82864E-05,9.30436E-05,0.000245693,4.47649E-05,0.000126127,4.53485E-05,1.83284E-05,9.56983E-06
929,3.37666E-05,6.61258E-05,8.75381E-05,0.000199921,4.18469E-05,0.000117255,2.06126E-05,1.55404E-05,9.64597E-06
930,2.94872E-05,6.39602E-05,7.38725E-05,8.66825E-05,2.83099E-05,0.000119653,1.25801E-05,1.50206E-05,9.57472E-06
931,3.09728E-05,6.36557E-05,7.38424E-05,6.45091E-05,2.4915E-05,0.000124174,1.03003E-05,1.4636E-05,9.26296E-06
932,3.33681E-05,6.31882E-05,7.75408E-05,4.78443E-05,2.21772E-05,0.000126688,8.48977E-06,1.41914E-05,9.4066E-06
933,3.76474E-05,6.23836E-05,8.90016E-05,4.26717E-05,2.08066E-05,0.000125015,7.66482E-06,1.3621E-05,1.05053E-05
934,4.83814E-05,6.29098E-05,9.61363E-05,3.92062E-05,1.98061E-05,0.000128632,7.17633E-06,1.32102E-05,1.31377E-05
935,6.60259E-05,6.48564E-05,9.86571E-05,3.75703E-05,1.91949E-05,0.000137884,7.04865E-06,1.29727E-05,1.73963E-05
936,7.35608E-05,6.70532E-05,9.51271E-05,3.71605E-05,1.89218E-05,0.00014212,7.01866E-06,1.30309E-05,2.36678E-05
937,7.22678E-05,6.94876E-05,8.6681E-05,3.77472E-05,1.89223E-05,0.000142253,7.06382E-06,1.33262E-05,3.15843E-05
938,7.09749E-05,7.1922E-05,7.82349E-05,3.8334E-05,1.89229E-05,0.000142386,7.10898E-06,1.36214E-05,3.95009E-05
939,6.96819E-05,7.43564E-05,6.97888E-05,3.89207E-05,1.89234E-05,0.000142519,7.15413E-06,1.39167E-05,4.74174E-05
940,6.77987E-05,7.53634E-05,6.42663E-05,3.90883E-05,1.8845E-05,0.000140954,7.08931E-06,1.39189E-05,5.11952E-05
941,6.49231E-05,7.46487E-05,6.26215E-05,3.86763E-05,1.86507E-05,0.00013719,6.88482E-06,1.35186E-05,4.95388E-05
942,6.20476E-05,7.39339E-05,6.09768E-05,3.82642E-05,1.84564E-05,0.000133426,6.68032E-06,1.31183E-05,4.78823E-05
943,5.91721E-05,7.32191E-05,5.9332E-05,3.78522E-05,1.82621E-05,0.000129662,6.47583E-06,1.27179E-05,4.62259E-05
944,5.62966E-05,7.25043E-05,5.76872E-05,3.74402E-05,1.80678E-05,0.000125897,6.27134E-06,1.23176E-05,4.45694E-05
945,5.34211E-05,7.17895E-05,5.60425E-05,3.70282E-05,1.78734E-05,0.000122133,6.06685E-06,1.19173E-05,4.2913E-05
946,5.05456E-05,7.10747E-05,5.43977E-05,3.66162E-05,1.76791E-05,0.000118369,5.86236E-06,1.1517E-05,4.12565E-05
947,4.76701E-05,7.03599E-05,5.27529E-05,3.62042E-05,1.74848E-05,0.000114605,5.65787E-06,1.11167E-05,3.96001E-05
948,4.47946E-05,6.96451E-05,5.11082E-05,3.57922E-05,1.72905E-05,0.000110841,5.45337E-06,1.07163E-05,3.79437E-05
949,4.1919E-05,6.89303E-05,4.94634E-05,3.53801E-05,1.70962E-05,0.000107077,5.24888E-06,1.0316E-05,3.62872E-05
950,4.0381E-05,6.82268E-05,4.96589E-05,3.65195E-05,1.70671E-05,0.000105418,5.14255E-06,1.01295E-05,3.40788E-05
951,3.96582E-05,6.75449E-05,5.09783E-05,3.86089E-05,1.71378E-05,0.00010504,5.09625E-06,1.00727E-05,3.15299E-05
952,3.89355E-05,6.68631E-05,5.22977E-05,4.06984E-05,1.72085E-05,0.000104662,5.04996E-06,1.00159E-05,2.8981E-05
953,3.82127E-05,6.61812E-05,5.3617E-05,4.27879E-05,1.72793E-05,0.000104284,5.00367E-06,9.95914E-06,2.6432E-05
954,3.74899E-05,6.54994E-05,5.49364E-05,4.48774E-05,1.735E-05,0.000103906,4.95738E-06,9.90234E-06,2.38831E-05
955,3.67672E-05,6.48175E-05,5.62558E-05,4.69669E-05,1.74207E-05,0.000103528,4.91109E-06,9.84555E-06,2.13342E-05
956,3.60444E-05,6.41357E-05,5.75751E-05,4.90564E-05,1.74915E-05,0.00010315,4.86479E-06,9.78875E-06,1.87853E-05
957,3.53216E-05,6.34538E-05,5.88945E-05,5.11459E-05,1.75622E-05,0.000102772,4.8185E-06,9.73195E-06,1.62364E-05
958,3.45988E-05,6.2772E-05,6.02139E-05,5.32354E-05,1.76329E-05,0.000102394,4.77221E-06,9.67516E-06,1.36874E-05
959,3.38352E-05,6.20565E-05,6.14164E-05,5.52423E-05,1.76876E-05,0.000101985,4.72388E-06,9.61551E-06,1.11929E-05
960,3.18545E-05,5.95707E-05,5.81496E-05,5.4003E-05,1.70473E-05,9.99123E-05,4.58528E-06,9.34042E-06,1.04554E-05
961,2.98699E-05,5.70801E-05,5.48676E-05,5.2747E-05,1.64018E-05,9.78221E-05,4.44573E-06,9.06364E-06,9.72329E-06
962,2.78853E-05,5.45895E-05,5.15855E-05,5.14911E-05,1.57562E-05,9.5732E-05,4.30618E-06,8.78686E-06,8.9912E-06
963,2.59008E-05,5.20989E-05,4.83035E-05,5.02351E-05,1.51107E-05,9.36418E-05,4.16664E-06,8.51007E-06,8.25912E-06
964,2.39162E-05,4.96084E-05,4.50215E-05,4.89791E-05,1.44652E-05,9.15516E-05,4.02709E-06,8.23328E-06,7.52703E-06
965,2.43844E-05,4.91357E-05,4.44317E-05,4.78964E-05,1.45407E-05,9.29546E-05,4.0162E-06,8.29681E-06,7.28792E-06
966,2.55334E-05,4.98749E-05,4.53346E-05,4.72857E-05,1.48765E-05,9.54638E-05,4.04212E-06,8.43077E-06,7.23893E-06
967,2.66824E-05,5.06141E-05,4.62376E-05,4.6675E-05,1.52123E-05,9.79729E-05,4.06803E-06,8.56473E-06,7.18994E-06
968,2.78315E-05,5.13533E-05,4.71406E-05,4.60643E-05,1.55481E-05,0.000100482,4.09394E-06,8.6987E-06,7.14096E-06
969,2.89805E-05,5.20925E-05,4.80436E-05,4.54537E-05,1.58839E-05,0.000102991,4.11985E-06,8.83266E-06,7.09197E-06
970,3.00532E-05,5.27613E-05,4.88828E-05,4.47955E-05,1.61829E-05,0.000105099,4.14379E-06,8.95608E-06,7.0457E-06
971,3.03469E-05,5.27748E-05,4.9054E-05,4.36888E-05,1.61077E-05,0.000103103,4.14812E-06,8.97334E-06,7.02792E-06
972,3.06407E-05,5.27884E-05,4.92251E-05,4.25822E-05,1.60326E-05,0.000101107,4.15245E-06,8.9906E-06,7.01014E-06
973,3.09345E-05,5.2802E-05,4.93963E-05,4.14755E-05,1.59575E-05,9.91107E-05,4.15679E-06,9.00785E-06,6.99235E-06
974,3.12282E-05,5.28155E-05,4.95674E-05,4.03689E-05,1.58823E-05,9.71145E-05,4.16112E-06,9.02511E-06,6.97457E-06
975,3.1522E-05,5.28291E-05,4.97386E-05,3.92622E-05,1.58072E-05,9.51183E-05,4.16545E-06,9.04236E-06,6.95679E-06
976,3.18158E-05,5.28427E-05,4.99097E-05,3.81556E-05,1.5732E-05,9.31221E-05,4.16978E-06,9.05962E-06,6.93901E-06
977,3.21096E-05,5.28562E-05,5.00809E-05,3.70489E-05,1.56569E-05,9.11258E-05,4.17411E-06,9.07687E-06,6.92123E-06
978,3.24033E-05,5.28698E-05,5.0252E-05,3.59423E-05,1.55818E-05,8.91296E-05,4.17845E-06,9.09413E-06,6.90345E-06
979,3.26971E-05,5.28833E-05,5.04232E-05,3.48356E-05,1.55066E-05,8.71334E-05,4.18278E-06,9.11138E-06,6.88567E-06
980,3.29912E-05,5.25258E-05,5.0096E-05,3.40608E-05,1.54015E-05,8.51482E-05,4.18002E-06,9.09969E-06,6.8711E-06
981,3.32597E-05,5.13424E-05,4.86671E-05,3.39927E-05,1.52279E-05,8.3173E-05,4.16118E-06,9.02257E-06,6.86362E-06
982,3.35282E-05,5.01591E-05,4.72382E-05,3.39245E-05,1.50544E-05,8.11978E-05,4.14234E-06,8.94545E-06,6.85614E-06
983,3.37967E-05,4.89758E-05,4.58093E-05,3.38564E-05,1.48808E-05,7.92226E-05,4.1235E-06,8.86832E-06,6.84866E-06
984,3.40652E-05,4.77924E-05,4.43804E-05,3.37883E-05,1.47073E-05,7.72474E-05,4.10466E-06,8.7912E-06,6.84117E-06
985,3.43337E-05,4.66091E-05,4.29515E-05,3.37201E-05,1.45338E-05,7.52723E-05,4.08582E-06,8.71408E-06,6.83369E-06
986,3.46022E-05,4.54257E-05,4.15226E-05,3.3652E-05,1.43602E-05,7.32971E-05,4.06698E-06,8.63696E-06,6.82621E-06
987,3.48707E-05,4.42424E-05,4.00937E-05,3.35838E-05,1.41867E-05,7.13219E-05,4.04814E-06,8.55983E-06,6.81873E-06
988,3.51392E-05,4.30591E-05,3.86648E-05,3.35157E-05,1.40131E-05,6.93467E-05,4.0293E-06,8.48271E-06,6.81124E-06
989,3.42356E-05,4.04859E-05,3.6009E-05,3.2135E-05,1.33071E-05,6.49834E-05,3.97449E-06,8.33259E-06,6.79591E-06
990,2.91263E-05,3.2936E-05,2.89879E-05,2.61026E-05,1.06981E-05,5.20652E-05,3.79292E-06,7.92301E-06,6.75422E-06
991,2.4017E-05,2.5386E-05,2.19668E-05,2.00702E-05,8.08911E-06,3.91469E-05,3.61136E-06,7.51344E-06,6.71254E-06
992,1.89077E-05,1.78361E-05,1.49457E-05,1.40377E-05,5.48013E-06,2.62287E-05,3.42979E-06,7.10386E-06,6.67085E-06
993,1.37984E-05,1.02862E-05,7.92468E-06,8.00527E-06,2.87114E-06,1.33105E-05,3.24822E-06,6.69428E-06,6.62917E-06
994,8.6891E-06,2.73626E-06,9.03614E-07,1.97282E-06,2.62155E-07,3.92234E-07,3.06666E-06,6.28471E-06,6.58748E-06
995,9.19403E-06,2.53923E-06,7.83351E-07,1.22737E-06,1.98082E-07,3.63808E-07,2.88509E-06,5.87513E-06,6.5458E-06
996,9.42144E-06,2.45628E-06,7.41849E-07,8.35333E-07,1.33906E-07,3.27752E-07,2.70352E-06,5.46556E-06,6.50411E-06
997,9.16799E-06,2.45663E-06,7.36542E-07,6.2807E-07,7.0547E-08,3.00225E-07,2.52196E-06,5.05598E-06,6.46243E-06
998,8.55865E-06,2.54871E-06,6.99956E-07,5.03875E-07,7.40447E-09,2.71452E-07,2.34039E-06,4.64641E-06,6.42074E-06
999,7.85839E-06,2.71735E-06,6.83034E-07,4.34348E-07,2.50665E-08,2.45537E-07,2.15882E-06,4.23683E-06,6.3248E-06
1000,7.34458E-06,2.9539E-06,6.56259E-07,3.65827E-07,1.51725E-08,2.22777E-07,1.97726E-06,3.83281E-06,6.15278E-06
1001,7.00191E-06,3.24896E-06,6.39788E-07,3.24166E-07,8.73119E-09,2.13226E-07,1.79569E-06,3.58738E-06,5.94826E-06
1002,6.80015E-06,3.55403E-06,6.52607E-07,2.98509E-07,1.43824E-08,1.93396E-07,1.61412E-06,3.48465E-06,5.74576E-06
1003,6.54874E-06,3.83233E-06,6.87788E-07,2.76316E-07,1.25931E-08,1.74424E-07,1.44649E-06,3.38192E-06,5.54326E-06
1004,6.15126E-06,4.06529E-06,7.22514E-07,2.64419E-07,4.56524E-09,1.59718E-07,1.40175E-06,3.27918E-06,5.34076E-06
1005,5.60638E-06,4.25595E-06,7.59319E-07,2.51168E-07,2.20767E-09,1.44856E-07,1.36847E-06,3.17645E-06,5.13825E-06
1006,4.99917E-06,4.4292E-06,8.25169E-07,2.56761E-07,2.97144E-09,1.38479E-07,1.33518E-06,3.07372E-06,4.93575E-06
1007,4.35153E-06,4.60998E-06,9.31904E-07,2.53069E-07,8.24577E-09,1.36726E-07,1.3019E-06,2.97099E-06,4.73325E-06
1008,3.76661E-06,4.74956E-06,1.04969E-06,2.52452E-07,1.06735E-08,1.24732E-07,1.26861E-06,2.86826E-06,4.53075E-06
1009,3.29273E-06,4.78721E-06,1.24882E-06,2.62381E-07,8.33875E-09,1.14752E-07,1.23533E-06,2.76553E-06,4.32825E-06
1010,2.91225E-06,4.64813E-06,1.49254E-06,2.71142E-07,6.54044E-09,1.16648E-07,1.20204E-06,2.66279E-06,4.12575E-06
1011,2.65551E-06,4.31946E-06,1.82973E-06,2.92616E-07,5.80759E-09,1.12354E-07,1.16876E-06,2.56006E-06,3.92324E-06
1012,2.49635E-06,3.85304E-06,2.26685E-06,3.07788E-07,7.29464E-09,1.0995E-07,1.13547E-06,2.45733E-06,3.72074E-06
1013,2.40722E-06,3.33451E-06,2.75153E-06,3.47162E-07,5.87379E-09,1.08753E-07,1.10219E-06,2.3546E-06,3.51824E-06
1014,2.37072E-06,2.84525E-06,3.24841E-06,4.07123E-07,4.06476E-09,1.03528E-07,1.0689E-06,2.25187E-06,3.31574E-06
1015,2.3768E-06,2.43831E-06,3.66826E-06,4.65365E-07,3.03433E-09,1.03738E-07,1.03562E-06,2.14914E-06,3.11324E-06
1016,2.37948E-06,2.13954E-06,3.86086E-06,5.40445E-07,5.49116E-09,1.06114E-07,1.00233E-06,2.0464E-06,2.91073E-06
1017,2.36358E-06,1.9301E-06,3.72136E-06,6.28671E-07,4.83691E-09,1.07951E-07,9.6905E-07,1.94367E-06,2.70823E-06
1018,2.33984E-06,1.79978E-06,3.27061E-06,7.30119E-07,3.61288E-09,1.09139E-07,9.35765E-07,1.84094E-06,2.50573E-06
1019,2.29275E-06,1.73936E-06,2.68989E-06,8.50276E-07,2.39062E-09,1.10211E-07,9.0248E-07,1.73821E-06,2.33305E-06
1020,2.28048E-06,1.73496E-06,2.11043E-06,9.83193E-07,1.97578E-09,1.16532E-07,8.69195E-07,1.63804E-06,2.23894E-06
1021,2.34472E-06,1.77375E-06,1.63513E-06,1.11836E-06,1.88926E-09,1.26509E-07,8.35911E-07,1.58383E-06,2.21732E-06
1022,2.49376E-06,1.83016E-06,1.28798E-06,1.25548E-06,3.0645E-09,1.36154E-07,8.02626E-07,1.55716E-06,2.20594E-06
1023,2.7914E-06,1.88801E-06,1.03422E-06,1.3986E-06,7.88035E-09,1.47351E-07,7.72257E-07,1.53048E-06,2.19457E-06
1024,3.21861E-06,1.93164E-06,8.57047E-07,1.52893E-06,3.85045E-09,1.60944E-07,7.60626E-07,1.50381E-06,2.18318E-06
1025,3.69944E-06,1.96022E-06,7.32491E-07,1.66083E-06,2.42286E-09,1.80679E-07,7.49795E-07,1.47713E-06,2.17181E-06
1026,4.08241E-06,1.97631E-06,6.33552E-07,1.77676E-06,1.61744E-09,2.00316E-07,7.38964E-07,1.45045E-06,2.16043E-06
1027,4.15319E-06,1.97584E-06,5.72218E-07,1.84584E-06,2.57313E-09,2.20045E-07,7.28132E-07,1.42378E-06,2.14905E-06
1028,3.89075E-06,1.95101E-06,4.97233E-07,1.85063E-06,4.9379E-09,2.40512E-07,7.17301E-07,1.3971E-06,2.13767E-06
1029,3.38378E-06,1.87308E-06,4.65745E-07,1.77303E-06,5.64651E-09,2.51666E-07,7.0647E-07,1.37042E-06,2.12629E-06
1030,2.77597E-06,1.71636E-06,4.35656E-07,1.59903E-06,2.45158E-09,2.5428E-07,6.95638E-07,1.34375E-06,2.11491E-06
1031,2.20232E-06,1.50159E-06,4.05657E-07,1.37193E-06,9.89583E-10,2.48928E-07,6.84807E-07,1.31707E-06,2.10353E-06
1032,1.72277E-06,1.24757E-06,4.02461E-07,1.11702E-06,3.0633E-09,2.35965E-07,6.73976E-07,1.2904E-06,2.09215E-06
1033,1.38375E-06,9.95723E-07,3.88935E-07,8.67249E-07,5.68419E-09,2.16161E-07,6.63144E-07,1.26372E-06,2.08077E-06
1034,1.16393E-06,7.73939E-07,3.89252E-07,6.55911E-07,4.33498E-09,1.91087E-07,6.52313E-07,1.23704E-06,2.06939E-06
1035,1.03694E-06,5.9857E-07,3.89704E-07,4.90515E-07,3.32829E-09,1.67065E-07,6.41482E-07,1.21037E-06,2.05801E-06
1036,9.82848E-07,4.66329E-07,3.96101E-07,3.67138E-07,3.5797E-09,1.44589E-07,6.3065E-07,1.18369E-06,2.04663E-06
1037,9.67501E-07,3.70401E-07,4.13794E-07,2.81885E-07,3.8311E-09,1.27833E-07,6.19819E-07,1.15701E-06,2.03525E-06
1038,9.64645E-07,3.01085E-07,4.24682E-07,2.2575E-07,2.39318E-09,1.12691E-07,6.08988E-07,1.13034E-06,2.02387E-06
1039,9.54547E-07,2.5072E-07,4.40559E-07,1.86756E-07,1.41472E-09,9.85387E-08,5.98156E-07,1.10366E-06,2.01601E-06
1040,9.09407E-07,2.13218E-07,4.59183E-07,1.58757E-07,7.50048E-10,8.823E-08,5.87325E-07,1.07776E-06,1.99551E-06
1041,8.4857E-07,1.88845E-07,4.85532E-07,1.46996E-07,8.72586E-10,8.17561E-08,5.76494E-07,1.06591E-06,1.96546E-06
1042,7.58075E-07,1.70477E-07,5.10826E-07,1.38922E-07,9.93759E-10,7.69631E-08,5.65663E-07,1.06209E-06,1.93213E-06
1043,6.53543E-07,1.5702E-07,5.37044E-07,1.41474E-07,9.90573E-10,7.33929E-08,5.56241E-07,1.05827E-06,1.89879E-06
1044,5.63679E-07,1.47378E-07,5.53395E-07,1.49187E-07,2.76923E-09,6.96999E-08,5.55983E-07,1.05445E-06,1.86546E-06
1045,4.92005E-07,1.40792E-07,5.61007E-07,1.59489E-07,1.77512E-09,6.70422E-08,5.56197E-07,1.05062E-06,1.83213E-06
1046,4.44567E-07,1.37413E-07,5.52359E-07,1.85539E-07,4.67413E-10,6.69031E-08,5.56412E-07,1.0468E-06,1.7988E-06
1047,4.18913E-07,1.35968E-07,5.35744E-07,2.23403E-07,4.36385E-10,6.74989E-08,5.56626E-07,1.04298E-06,1.76547E-06
1048,4.03566E-07,1.36039E-07,5.16663E-07,2.77208E-07,6.24226E-10,6.76055E-08,5.56839E-07,1.03916E-06,1.73214E-06
1049,3.98413E-07,1.38586E-07,4.91664E-07,3.66486E-07,8.31834E-10,6.81301E-08,5.57054E-07,1.03533E-06,1.69881E-06
1050,4.10621E-07,1.4429E-07,4.57411E-07,5.15897E-07,1.84468E-09,7.11504E-08,5.57268E-07,1.03151E-06,1.66548E-06
